Bertus Aafjes (1914–1993, Netherlands, p)
Anania Shirakatsi (fl. 7th c., Armenia, nf)
Shizu Shiraki (素木しづ, 1895–1918, Japan, f)
Hovhannes Shiraz (1914–1984, Russian E/Soviet Union, p)
Saadi Shirazi (1210–1291 or 1292, Iran, p/f)
James Shirley (1596–1666, England, d)
John Shirley (born 1953, US, f/nf/d)
Reza Shirmarz (born 1974, Iran/Greece, d/nf)
Alexander Shirvanzade (1858–1935, Armenia/Soviet Union, d/f)
Avraham Shlonsky (1900–1973, Russian E/Israel, p)
Izya Shlosberg (born 1950, Soviet Union/US, f/p)
Dora Adele Shoemaker (1873–1962, US, p/f)
Lola Shoneyin (born 1974, Nigeria, p/f/ch)
Junzō Shōno (庄野潤三, 1921–2009, Japan, f/nf)
Joseph Henry Shorthouse (1834–1903, England, f)
Rupert Shortt (living, England, nf)
Fredegond Shove (1889–1949, England, p)
Norman Shrapnel (1912–2004, England, nf)
Siddhicharan Shrestha (1912–1992, Nepal, p)
Ilya Shtemler (1933–2022, USSR/Russia, f/nf)
Shu Ting (舒婷, born 1952, China, p), pseudonym of Gong Peiyu (龚佩瑜)
Ana María Shua (born 1951, Argentina, f)
Ibn Shuayb (died 1349, Morocco/Tunisia, nf/p)
Ishtiyaq Shukri (living, S Africa/England, f)
Mark Shulman (born 1962, US, ch)
Bruno Schulz (1892–1942, Poland, f), Holocaust victim
William Shunn (born 1967, US, f/nf)
Semyon Shurtakov (1918–2014, Russia, ch/f)
Neal Shusterman (born 1962, US, f/nf/ch)
Nevil Shute (1899–1960, England/Australia, f), pseudonym of Nevil Shute Norway
Penelope Shuttle (born 1947, England, p)
Tin Shwe (1936–2000, Burma/Myanmar, f/nf)
Si
Siamanto (1878–1915, Ottoman E, p), birth name Atom Yarjanian
Mohamed Sibari (1945–2013, Morocco, p/f)
Gareth Sibson (born 1977, England, f/nf)
Anja Sicking (born 1965, Netherlands, f)
Bapsi Sidhwa (born 1938, Pakistan/US, f/nf)
Mary Sidney (1561–1621, England, p/d), Countess of Pembroke, married name Herbert
Philip Sidney (1554–1586, England, p/nf)
Samuel Sidney (1813–1883, England, nf)
Friedrich Sieburg (1893–1964, Germany, nf)
Louisa Siefert (1845–1877, France, p)
Eli Siegel (1902–1978, Russian E/US, p/nf)
Robert Siegel (1939–2012, US, p/f/ch)
Mary Ann Sieghart (born 1961, England, nf)
Henryk Sienkiewicz (1846–1916, Russian E/Poland, f)
Wacław Sieroszewski (1858–1945, Russian E/Poland, f/nf)
Monde Sifuniso (born 1944, Zambia, f/nf)
Fatou Niang Siga (1932–2022, Senegal, nf)
Hannes Sigfússon (1922–1997, Iceland, p/f/nf)
Steinvör Sighvatsdóttir (early 13th c. – 1271, Iceland, p)
Marjorie Lynette Sigley (1928–1997, England, ch)
Fríða Á. Sigurðardóttir (1940–2010, Iceland, f)
Jakobína Sigurðardóttir (1918–1994, Iceland, ch/f/p)
Lilja Sigurðardóttir (born 1972, Iceland, f/d)
Ragna Sigurðardóttir (born 1962, Iceland, f/p)
Steinunn Sigurðardóttir (born 1950, Iceland, p/f)
Yrsa Sigurðardóttir (born 1963, Iceland, f/ch)
Birgir Sigurðsson (1937–2019, Iceland, p/d/f)
Jóhann Gunnar Sigurðsson (1882–1906, Iceland, p)
Ófeigur Sigurðsson (born 1975, Iceland, p/f)
Ólafur Jóhann Sigurðsson (1918–1988, Iceland, f/p/ch)
Jóhann Sigurjónsson (1880–1919, Iceland, d/p)
Sigurður Sigurjónsson (born 1955, Iceland, d)
Rogelio R. Sikat (1940–1997, Philippines, f/d)
Abdulai Silá (born 1958, Guinea-Bissau, f)
Charles E. Silberman (1925–2011, US, nf)
Una Lucy Silberrad (1872–1955, England, f/nf)
August Silberstein (1827–1900, Austria-Hungary, f/p)
Malla Silfverstolpe (1782–1861, Sweden, nf)
Dennis Silk (1931–2019, England, nf)
Jon Silkin (1930–1997, England, p)
Frans Eemil Sillanpää (1888–1964, Finland, f)
Ron Silliman (born 1946, US, p/nf)
Alan Sillitoe (1928–2010, England, f/nf/ch)
Ignazio Silone (1900–1978, Italy/Switzerland, f/nf/d)
Elder Siluan (fl. 14th c., Serbia, f)
Agostinho da Silva (1906–1994, Portugal, nf)
António José da Silva (1705–1739, Brazil/Portugal, d)
Baltasar Lopes da Silva (1907–1989, Cape Verde/Portugal, p/f/nf)
Daniel Silva (born 1960, US, f)
José Asunción Silva (1865–1896, Colombo, p)
Medardo Ángel Silva (1898–1919, Ecuador, p)
Miguel Otero Silva (1908–1985, Venezuela, f/p/nf)
Víctor Domingo Silva (1882–1960, Chile, p/nf/d)
Burton Silver (born 1945, N Zealand, f/nf)
Adam Silvera (born 1990, US, f/ch)
Makeda Silvera (born 1955, Jamaica/Canada, f/nf)
Robert Silverberg (born 1935, US, f)
Shel Silverstein (1930–1999, US, nf/p/d)
Carol Ann Sima (born 1956, US, f)
Sima Guang (司馬光, 1019–1086, China, nf)
Sima Qian (司馬遷, c. 145 – c. 86 BCE, China, nf)
Sima Xiangru (司馬相如, c. 179–117 BCE, China, p)
Sima Zhen (司馬貞, 679–732, China, nf)
Clifford D. Simak (1904–1988, US, f)
Elizabeth Simcoe (1762–1850, England/Canada, nf)
Georges Simenon (1903–1989, Belgium, f)
Simeon Simev (born 1949, Yugoslavia/N Macedonia, p/nf)
Charles Simic (1938–2023, Yugoslavia/US, p/nf)
Johannes Mario Simmel (1924–2009, Austria/Switzerland, f/nf/d)
Josias Simmler (1530–1576, Switzerland, nf)
Dan Simmons (born 1948, US, f)
Dawn Langley Simmons (1922–2020, England, nf), born Gordon Langley Hall
Jack Simmons (1915–2000, England, nf)
Brendan Simms (born 1967, Ireland/England, nf)
David J. Simms (1933–2018, India/Ireland, nf)
George Simms (1910–1991, Ireland, nf)
Alcides Sakala Simões (born 1953, Angola, nf)
Claude Simon (1913–2005, Madagascar/France, f)
Francesca Simon (born 1955, US/England, ch)
Richard Simon (1638–1712, France, nf)
Seymour Simon (born 1931, US, ch)
Ólafur Haukur Símonarson (born 1947, Iceland, d/f)
Simonides of Ceos (555–468 BCE, Greece, p)
Ljubodrag Simonović (born 1949, Yugoslavia/Serbia, nf)
Les Simons (born 1952, US, f), pseudonym of Kathryn Ptacek
Arend Fokke Simonsz (1755–1812, Netherlands, nf)
Ljubomir Simović (born 1935, Yugoslavia/Serbia, p/f/d)
Dorothy Simpson (1933–2020, Wales/England, f)
Helen Simpson (born 1957, England, f)
Helen de Guerry Simpson (1897–1940, Australia/England, f/nf/d)
Louis Simpson (1923–2012, Jamaica/US, p)
Matt Simpson (1936–2009, England, p/nf)
R. A. Simpson (1929–2002, Australia, p)
Karl Joseph Simrock (1802–1876, Germany, p/nf)
Hourya Benis Sinaceur (born 1940, Morocco, nf)
Mohammed Allal Sinaceur (born 1941, Morocco, nf)
Daniel Sinapius-Horčička (1640–1688, Austria-Hungary, nf/p/d)
Bennie Lee Sinclair (1939–2000, US, p/f)
Catherine Sinclair (1800–1864, Scotland/England, f/ch)
Clive Sinclair (1948–2018, England, f)
Keith Sinclair (1922–1993, N Zealand, p/nf)
Lester Basil Sinclair (1894–1974, Australia, ch), pseudonym John Mystery
May Sinclair (1863–1946, England, f/p)
Rebecca Sinclair (living, US, f)
Tim Sinclair (born 1972, Australia, f/ch/p)
Burns Singer (1928–1964, Scotland/US, p/nf)
Isaac Bashevis Singer (1903–1991, Russian E/US, f/ch)
Israel Joshua Singer (1893–1944, Poland/US, f)
Marilyn Singer (born 1948, US, ch/p)
Guru Gobind Singh (1666–1708, India, p/nf)
Jaspreet Singh (born 1969, India/Canada, f/d/nf)
Nalini Singh (born 1977, N Zealand, f)
Sally Singhateh (born 1977, Gambia, p/f)
Sarah Singleton (born 1966, England, f/ch)
Amara Sinha (fl. c. 375 CE), Sanskrit grammarian and poet
Indra Sinha (born 1950, India/France, nf/f)
Johanna Sinisalo (born 1958, Finland, f/nf)
Ervin Šinko (1898–1967, Austria-Hungary/Yugoslavia, p)
Gilbert Sinoué (born 1947, Egypt/France, f/nf)
Binwell Sinyangwe (born 1956, Zambia, f)
Curt Siodmak (1902–2000, Germany/US, f/d)
Tamás Sipos (1931–2002, Hungary, f)
Ali Siqli (born 1932, Morocco, ch/d)
Ismail Hossain Siraji (1880–1931, India, p/f/nf)
Ivo Siromahov (born 1971, Bulgaria, f/d)
Abderrahmane Sissako (born 1961, Mauritania/Mali, d)
Lemn Sissay (born 1967, England, p)
Fily Dabo Sissoko (1900–1964, French Sudan/Mali, nf/f/p)
C. H. Sisson (1914–2003, England, p/f/nf)
Johann Sithmann (1602–1666, Germany, nf)
Ndabaningi Sithole (1920–2000, S Rhodesia/Zimbabwe, nf)
Edith Sitwell (1887–1964, England, p/nf)
Osbert Sitwell (1892–1969, England, f/nf)
Sacheverell Sitwell (1897–1988, England, nf/p)
Arlen Siu (1955–1975, Nicaragua, p/nf)
Yum-Tong Siu (蕭蔭堂, born 1943, China/US, nf)
Solfrid Sivertsen (born 1947, Norway, p/f/ch)
Per Sivle (1857–1904, Norway, p/f/nf)
Susan Sizemore (1951–2020, US, f)
Sj–Sn
Þórðr Sjáreksson (fl. 11th c. CE, Iceland, p)
Sjón (born 1962, Iceland, p/f), pseudonym of Sigurjón Birgir Sigurðsson
Maj Sjöwall (1935–2020, Sweden, f)
Fredrik Skagen (1936–2017, Norway, f/ch/d)
Kaj Skagen (born 1949, Norway, f/nf)
Sarita Skagnes (born 1969, India/Norway, nf)
Bersi Skáldtorfuson (fl. c. 1000 CE, Iceland, p)
Faouzi Skali (born 1953, Morocco, nf)
Egill Skallagrímsson (c. 904 – c. 995, Iceland, p)
Igor Škamperle (born 1962, Yugoslavia/Slovenia, nf/f)
Antonio Skármeta (born 1940, Chile, f)
Þórarinn Skeggjason (fl. 11th c. CE, Iceland, p)
John Skelton (c. 1463–1629, England, p)
Antanas Škėma (1910–1961, Lithuania/US, f/d)
Sasha Skenderija (born 1968, Yugoslavia/Czech R, p)
Staka Skenderova (1831–1891, Ottoman E/Austria-Hungary, nf)
Jovan Skerlić (1877–1914, Serbia, nf)
Slobodan Škerović (born 1954, Yugoslavia/Serbia, nf)
Ronald Skirth (1897–1977, England, nf)
Einar Skjæraasen (1900–1966, Norway, p/nf)
Ed Skoog (born 1971, US, p)
Rebecca Skloot (born 1972, US, nf)
Sofija Škorić (1937–2022, Yugoslavia/Canada, nf)
Jan Stanisław Skorupski (born 1938, Poland, p/f/nf)
Zoë Skoulding (born 1967, England/Wales, p/nf)
John Skoyles (living, England, nf)
Amalie Skram (1846–1905, Norway, f)
Ragnvald Skrede (1904–1983, Norway, p/nf)
Peter Skrzynecki (born 1945, Australia, p/f/nf)
Andrej E. Skubic (born 1967, Yugoslavia/Slovenia, f/d)
Einarr Skúlason (c. 1100 – post-1159, Iceland, p)
Christina Skye (1950–2018, US, f), pseudonym of Roberta Helmer
Arthur Slade (born 1967, Canada, f/ch)
John Sladek (1937–2000, US, f)
J. Slauerhoff (1898–1936, Netherlands, n/f)
Karin Slaughter (born 1971, US, f)
Tracey Slaughter (born 1972, N Zealand, f/p)
Svetoslav Slavchev (1926–2016, Bulgaria, f/nf)
Pencho Slaveykov (1866–1912, Bulgaria, p)
Petko Slaveykov (1827–1895, Bulgaria, p/nf)
Ioan Slavici (1848–1925, Austria-Hungary/Romania, f/nf)
Eleanor Sleath (1770–1847, England, f)
William Sleator (1945–2001, US, f/ch)
Eugene Sledge (1923–2001, US, nf)
Barbara Sleigh (1906–1982, England, p/nf)
Michael Slepian (1987, US, nf)
Kenneth Slessor (1901–1971, Australia, p)
Djoko Slijepčević (1907–1993, Habsburg E/Germany, nf)
Sam Sloan (born 1944, US, nf)
Eric Sloane (1905–1985, US, nf)
Dušan Slobodník (1927–2001, Czechoslovakia/Slovakia, nf)
Anton Martin Slomšek (1800–1862, Austria-Hungary, nf/p)
Joan Slonczewski (born 1956, US, f)
Antoni Słonimski (1895–1976, Poland, p/nf/d)
Gillian Slovo (born 1952, S Africa/England, f/d/nf)
Juliusz Słowacki (1809–1949, Poland, p)
René-François de Sluse (1622–1685, Spanish Netherlands, nf)
Boris Slutsky (1919–1986, USSR, p)
Anna Smaill (born 1979, N Zealand, p/f)
Ljiljana Smajlović (born 1956, Yugoslavia/Bosnia and Herzegovina, nf)
Adam Small (1936–2016, S Africa, nf/p)
Bertrice Small (1937–2015, US, f)
Örvar Þóreyjarson Smárason (born 1977, Iceland, p/f)
Christopher Smart (1722–1771, England, p/nf)
Henry Hawley Smart (1833–1893, England, f)
Dorothea Smartt (born 1963, England, p)
Goce Smilevski (born 1975, Yugoslavia/N Macedonia, f)
Hristo Smirnenski (1898–1923, Bulgaria, p/nf)
Adam Smith (1723–1790, Scotland, nf)
Alexander McCall Smith (born 1948, S Rhodesia/Scotland, nf/f)
Anthony Neil Smith (living, US, f)
Barbara Dawson Smith (living, US, f)
Bruce Smith (born 1946, US, p)
Charles Saumarez Smith (born 1954, England, nf)
Charlotte Fell Smith (1851–1937, England, nf)
Charlotte Smith (1749–1806, England, p/f)
Clark Ashton Smith (1893–1961, US, p/f)
Cordwainer Smith (1913–1966, US, f/nf), pseudonym of Paul M. A. Lindebarger
Dodie Smith (1896–1990, England, f/ch)
E. E. Smith (1890–1965, US, f), Edward E. "Doc" Smith
Elizabeth Smith (1776–1806, England, nf)
Emma Smith (1923–2018, England, f/ch/nf)
George O. Smith (1911–1981, US, f)
Georgina Castle Smith (1845–1933, England, ch)
Jean Edward Smith (1932–2019, US, nf)
Jeff Smith (born 1960, US, f)
Jonathan Smith (born 1942, England, f/d)
Karen Rose Smith (living, US, f)
L. J. Smith (c. 1817–1887, US, f/ch)
L. Neil Smith (1946–2021, US, f/nf)
Margaret Smith (born 1958, US, f/p/nf)
Mark Smith (1935–2022, US, f)
Martin Ferguson Smith (born 1940, England/Scotland, nf)
Mary Bell Smith (1818-1894, US, f)
Patti Smith (born 1946, US, p)
Robert Smith (1932–2010, US, nf)
Robert Farrell Smith (born 1970, US, ch), pseudonym Obert Skye
Roland Smith (born 1951, US, ch)
Russell Smith (born 1963, S Africa/Canada, f/nf)
Stevie Smith (1902–1971, England, p/n)
Sydney Smith (1771–1845, England, nf)
Sydney Goodsir Smith (1915–1975, N Zealand/Scotland, p/d/f)
Tracy K. Smith (born 1972, US, p/nf)
Vivian Smith (born 1933, Australia, p/nf)
Wilbur Smith (1933–2021, N Rhodesia/S Africa, f)
William Jay Smith (1918–2015, US, p)
Zadie Smith (born 1975, England, f/d/nf)
Elizabeth Smither (born 1941, N Zealand, p/f)
Dominik Smole (1929–1992, Yugoslavia/Slovenia, f/d)
Tobias Smollett (1721–1771, Scotland/England, f/p)
Barbara Smucker (1915–2003, US/Canada, ch)
Juhan Smuul (1922–1971, Estonia, f/nf)
Frank Smythe (1900–1949, England, nf)
Pat Smythe (1928–1996, England, nf/ch)
Caroline Snedeker (1871–1956, US, ch)
O. F. Snelling (1916–2001, England, nf)
Lemony Snicket (born 1970, US, ch), pen name of Daniel Handler
W. D. Snodgrass (1926–2009, US, p), pseudonym S. S. Gardons
Jože Snoj (1934–2021, Yugoslavia/Slovenia, p/f/nf)
Ernir Kristján Snorrason (1944–1912, Iceland, nf/f/p)
Oddr Snorrason (fl. 12th c., Iceland, nf)
C. P. Snow (1905–1980, England, f/nf)
Jack Snow (1907–1956, US, f)
Gary Snyder (born 1930, US, p/nf)
Laura J. Snyder (born 1964, US, nf)
Laurel Snyder (born 1974, US, ch)
Lucy A. Snyder (born 1971, US, f/nf)
Zilpha Keatley Snyder (1927–2014, US, ch)
So–Sr
Dava Sobel (born 1947, US, nf)
Donald J. Sobol (1924–2012, US, ch)
Joseph Sobran (1946–2010, US, nf)
Ousmane Diop Socé (1911–1973, Senegal, f)
Socrates (c. 470–399 BCE, Greece, nf)
Kirsten Sødal (1935–2022, Norway, ch)
Hjalmar Söderberg (1869–1941, Sweden, f/d/p)
Edith Södergran (1892–1923, Russian E/Soviet Union, p)
Ahmed Sofa (1943–2001, India/Bangladesh, f/nf)
Zulu Sofola (1935–1995, Nigeria, d)
Sōgi (宗祇, 1421–1502, Japan, p)
Jerry Sohl (1913–2002, US, d/f)
Ružica Sokić (1934–2013, Yugoslavia/Serbia, f)
Bergr Sokkason (fl. early 14th c., Iceland, f/nf)
Alexandra Sokoloff (living, US, f/d)
Pavle Solarić (1779–1821, Habsburg E, nf/p)
Kristin Solberg (born 1982, Norway, nf)
Edmundo Paz Soldán (born 1967, Bolivia/US, f/nf)
Mario Soldati (1906–1999, Italy, f/nf)
Sóley (born 1987, Iceland, p), pseudonym of Sóley Stefánsdóttir
Laila Soliman (born 1981, Egypt, d)
Walid Soliman (born 1975, Tunisia, f)
Dumitru Solomon (1932–2003, Romania, nf/d)
Laura Solomon (1974–2019, N Zealand, f/d/p)
Solon (c. 630 – c. 560 BCE, Greece, nf/p)
Dag Solstad (born 1941, Norway, f/d)
Asef Soltanzadeh (born 1964, Afghanistan/Denmark, f/d)
David Solway (born 1941, Canada, p/nf)
Aleksandr Solzhenitsyn (1918–2008, Soviet Union/Russia, f/nf)
Malidoma Patrice Somé (1956–2021, Burkina Faso/US, nf)
Armonía Somers (1914–1994, Uruguay, f)
Suzanne Somers (born 1946, US, nf)
William Somervile (1675–1742, England, p)
Angela Sommer-Bodenburg (born 1948, Germany, ch)
Justin Somper (living, England, ch)
Remi Sonaiya (born 1955, Nigeria, nf)
Monica Sone (1919–2011, US, nf)
Song Yingxing (宋應星, 1587–1666, China, nf)
Song Ci (宋慈, 1186–1249, China, nf)
Song Yu (宋玉, fl. 298–263 BCE, China, p)
Song Zhiwen (宋之問, c. 660–712, China, p)
Joseph von Sonnenfels (1732–1817, Austria/Germany, f)
Ayako Sono (曽野綾子, Japan, f/nf)
Kin'yuki Sonoike (園池公致, 1886–1974, Japan, f)
Alastair Sooke (born 1981, England, nf)
Eileen Louise Soper (1900–1989, N Zealand, nf)
Sophocles (c. 479–476 – c. 406–405, BCE, Greece, d)
Sophronius of Vratsa (1739 – post-1813, Bulgaria/Romania, nf)
Aco Šopov (1923–1982, Yugoslavia, p)
Charles Sorel, sieur de Souvigny (c. 1602–1674, France, f/nf)
Edward Sorensen (1869–1939, Australia, f/p)
Tracy Sorensen (living, Australia, f)
Virginia Sorensen (1912–1991, US, f/ch)
Marin Sorescu (1936–1996, Romania, p/d/f)
Thor Sørheim (born 1949, Norway, p)
Charles Sorley (1895–1915, Scotland/France, p)
Osvaldo Soriano (1943–1997, Argentina, nf)
Pierre De Sornay (1876–1968, Mauritius, nf)
Dominique Sorrente (born 1953, France, p)
Roberto Sosa (1930–2011, Honduras, p/nf)
Gary Soto (born 1952, Mexico/US, p/f/nf)
Ahdaf Soueif (born 1950, Egypt, f/nf)
Maris Soule (born 1939, US, f)
Philippe Soupault (1897–1990, France, p/f/nf)
Henrique Teixeira de Sousa (1919–2006, Cape Verde/Portugal, f/nf)
João da Cruz e Sousa (1861–1898, Brazil, p/nf)
Noémia de Sousa (1926–2002, Mozambique, p), pseudonym Vera Micaia
Sousândrade (1833–1902, Brazil, p), pseudonym of Joaquim de Sousa Andrade
Michael Soussan (born 1973, Denmark/US, nf)
Mohammed al-Mokhtar Soussi (1900–1963, Morocco, nf)
William Soutar (1898–1943, Scotland, p/nf)
Ivan Southall (1921–2008, Australia, f/nf/ch)
Terry Southern (1924–1995, US, f/nf/d)
Caroline Anne Southey (1786–1864, England, p)
Robert Southey (1774–1843, England, p/f)
Robert Southwell (c. 1561–1595, England, p)
Stephen Southwold (1887–1964, England, f/ch), pseudonym of Stephen Henry Critten
Fatou Ndiaye Sow (1937–2004, Senegal, ch/nf)
Mansour El Souwaim (born 1970, Sudan, f)
Márcio Souza (born 1946, Brazil, f/d/nf)
Bode Sowande (born 1948, Nigeria, d/nf)
Carl Erik Soya (1896–1983, Denmark, d/f/p)
Jura Soyfer (1912–1939, Russian E/Austria, nf), Holocaust victim
Wole Soyinka (born 1934, Nigeria, d/f/p)
Jon Spaihts (born 1970, US, d/f)
Nancy Spain (1917–1964, England, f/nf)
Svetlana Spajić (born 1971, Yugoslavia/Serbia, nf)
Tom Spanbauer (born 1946, US, nf)
Muriel Spark (1918–2006, Scotland/England, f/nf/p)
Nicholas Sparks (born 1965, US, f/nf)
Walter Shaw Sparrow (1862–1940, Wales/England, nf)
Thomas Henry Sparshott (1841–1927, England, East Africa, nf)
Zoran Spasojević (born 1949, Yugoslavia/Serbia, p/f/d)
Elizabeth George Speare (1908–1994, US, ch)
William Speechly (1735–1819, England, nf)
Albert Speer (1905–1981, Germany, nf)
Alan Spence (born 1947, Scotland, p/d/f)
Catherine Helen Spence (1825–1910, Scotland/Australia, nf)
Eleanor Spence (1928–2008, Australia, f/ch)
E. Lee Spence (born 1947, Germany/US, nf), pseudonym Charles King
Bernard Spencer (1909–1963, England/Austria, p)
LaVyrle Spencer (born 1943, US, f)
Robert Spencer (born 1962, US, nf)
Thomas Edward Spencer (1845–1911, England/Australia, f/p)
Lady Henrietta Spencer-Churchill (born 1958, England, nf)
Dale Spender (1943–2023, Australia, nf)
Emily Spender (1841–1922, England, f)
Harold Spender (1864–1926, England, nf)
J. A. Spender (1862–1942, England, nf)
Jean Spender (1901–1970, Australia, f)
Lillian Spender (1835–1895, England, nf/f)
Stephen Spender (1909–1995, England, p/f/nf)
Edmund Spenser (1552/1553–1599, England, p)
Manès Sperber (1905–1984, Austria/France, f/nf)
Armstrong Sperry (1897–1976, US, ch)
Hendrik Laurenszoon Spiegel (1549–1612, Netherlands, nf/d)
Nadja Spiegelman (born 1987, US, nf/ch)
Hilde Spiel (1911–1990, Austria/England, f/nf)
Friedrich Spielhagen (1829–1911, Germany, f/nf)
Peter Spier (1927–2017, Netherlands/US, ch)
Jerry Spinelli (born 1941, US, ch)
Baruch Spinoza (1632–1677, Dutch Republic, nf)
Norman Spinrad (born 1940, US, f/nf)
André Spire (1868–1966, France, p/nf)
Jela Spiridonović-Savić (1890–1974, Serbia/Yugoslavia, p)
György Spiró (born 1946, d/f/nf)
Carl Spitteler (1845–1924, Switzerland, p)
William Archibald Spooner (1844–1930, England, nf)
Howard Spring (1889–1965, Wales/England, f/ch)
F. Springer (1932–2011, Netherlands, f), pseudonym of Carel Jan Schneider
Nancy Springer (born 1948, US, f/ch)
Sarah Springman (born 1956, England, nf)
Francis Spufford (born 1964, England, nf/f)
Margaret Spufford (1935–2014, England, nf)
Peter Spufford (1934–2015, England, nf)
Caroline Spurgeon (1869–1942, India, US, nf)
E. C. Spykman (1896–1965, US, ch)
Johanna Spyri (1827–1901, Switzerland, f/ch)
